policy,cell_code,main_peak_area__cycle_end,main_peak_height_dqdv__cycle_end,main_peak_prominence__cycle_end,main_peak_skewness__cycle_end,main_peak_temp_avg_c__cycle_end,main_peak_temp_max_c__cycle_end,main_peak_temp_min_c__cycle_end,main_peak_voltage_v__cycle_end,main_peak_width_v__cycle_end,main_peak_area__cycle_start,main_peak_height_dqdv__cycle_start,main_peak_prominence__cycle_start,main_peak_skewness__cycle_start,main_peak_temp_avg_c__cycle_start,main_peak_temp_max_c__cycle_start,main_peak_temp_min_c__cycle_start,main_peak_voltage_v__cycle_start,main_peak_width_v__cycle_start,main_peak_area__delta_abs,main_peak_height_dqdv__delta_abs,main_peak_prominence__delta_abs,main_peak_skewness__delta_abs,main_peak_temp_avg_c__delta_abs,main_peak_temp_max_c__delta_abs,main_peak_temp_min_c__delta_abs,main_peak_voltage_v__delta_abs,main_peak_width_v__delta_abs,main_peak_area__delta_pct,main_peak_height_dqdv__delta_pct,main_peak_prominence__delta_pct,main_peak_skewness__delta_pct,main_peak_temp_avg_c__delta_pct,main_peak_temp_max_c__delta_pct,main_peak_temp_min_c__delta_pct,main_peak_voltage_v__delta_pct,main_peak_width_v__delta_pct,main_peak_area__linear_r2,main_peak_height_dqdv__linear_r2,main_peak_prominence__linear_r2,main_peak_skewness__linear_r2,main_peak_temp_avg_c__linear_r2,main_peak_temp_max_c__linear_r2,main_peak_temp_min_c__linear_r2,main_peak_voltage_v__linear_r2,main_peak_width_v__linear_r2,main_peak_area__n_cycles,main_peak_height_dqdv__n_cycles,main_peak_prominence__n_cycles,main_peak_skewness__n_cycles,main_peak_temp_avg_c__n_cycles,main_peak_temp_max_c__n_cycles,main_peak_temp_min_c__n_cycles,main_peak_voltage_v__n_cycles,main_peak_width_v__n_cycles,main_peak_area__slope_per_100_cycles,main_peak_height_dqdv__slope_per_100_cycles,main_peak_prominence__slope_per_100_cycles,main_peak_skewness__slope_per_100_cycles,main_peak_temp_avg_c__slope_per_100_cycles,main_peak_temp_max_c__slope_per_100_cycles,main_peak_temp_min_c__slope_per_100_cycles,main_peak_voltage_v__slope_per_100_cycles,main_peak_width_v__slope_per_100_cycles,main_peak_area__slope_per_cycle,main_peak_height_dqdv__slope_per_cycle,main_peak_prominence__slope_per_cycle,main_peak_skewness__slope_per_cycle,main_peak_temp_avg_c__slope_per_cycle,main_peak_temp_max_c__slope_per_cycle,main_peak_temp_min_c__slope_per_cycle,main_peak_voltage_v__slope_per_cycle,main_peak_width_v__slope_per_cycle,main_peak_area__spearman_pvalue,main_peak_height_dqdv__spearman_pvalue,main_peak_prominence__spearman_pvalue,main_peak_skewness__spearman_pvalue,main_peak_temp_avg_c__spearman_pvalue,main_peak_temp_max_c__spearman_pvalue,main_peak_temp_min_c__spearman_pvalue,main_peak_voltage_v__spearman_pvalue,main_peak_width_v__spearman_pvalue,main_peak_area__spearman_rho,main_peak_height_dqdv__spearman_rho,main_peak_prominence__spearman_rho,main_peak_skewness__spearman_rho,main_peak_temp_avg_c__spearman_rho,main_peak_temp_max_c__spearman_rho,main_peak_temp_min_c__spearman_rho,main_peak_voltage_v__spearman_rho,main_peak_width_v__spearman_rho,main_peak_area__value_end,main_peak_height_dqdv__value_end,main_peak_prominence__value_end,main_peak_skewness__value_end,main_peak_temp_avg_c__value_end,main_peak_temp_max_c__value_end,main_peak_temp_min_c__value_end,main_peak_voltage_v__value_end,main_peak_width_v__value_end,main_peak_area__value_start,main_peak_height_dqdv__value_start,main_peak_prominence__value_start,main_peak_skewness__value_start,main_peak_temp_avg_c__value_start,main_peak_temp_max_c__value_start,main_peak_temp_min_c__value_start,main_peak_voltage_v__value_start,main_peak_width_v__value_start
5C_67PER_4C_NEWSTRUCTURE,737233,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.396,-1.2559999999999998,-1.2559999999999998,0.07900000000000001,0.8400000000000034,0.8999999999999986,1.019999999999996,-0.03299999999999992,0.0020000000000000018,-34.10852713178294,-34.995820562830865,-34.995820562830865,24.687500000000004,2.5703794369645148,2.630040911747512,3.2681832745914643,-1.059730250481693,0.6006006006006012,0.8767235871511512,0.8892183060650312,0.8892183060650312,0.7229061773998842,0.6343112149390955,0.5999549478416365,0.7439309314820931,0.6590920816933961,0.4241928889674924,827,827,827,827,827,827,827,827,827,-0.0350579426273641,-0.11909071741317846,-0.11909071741317846,0.006549665869917625,0.1592643940245478,0.16566681598551017,0.17413445459521357,-0.0037543102078373466,0.0009414130824097608,-0.000350579426273641,-0.0011909071741317847,-0.0011909071741317847,6.549665869917624e-05,0.0015926439402454782,0.0016566681598551016,0.0017413445459521356,-3.754310207837347e-05,9.414130824097608e-06,0.0,0.0,0.0,2.8970672918161917e-237,6.177795222969548e-159,2.5097576794287866e-137,1.5572933184845422e-245,2.5434590737163998e-198,2.7326912720392617e-121,-0.9985588142706128,-0.9895012274608369,-0.9895012274608369,0.8548293036333314,0.7636595633780963,0.7278700342058004,0.8619020475687333,-0.8157128749943839,0.6970042119788089,0.765,2.333,2.333,-0.241,33.52,35.12,32.23,3.081,0.335,1.161,3.589,3.589,-0.32,32.68,34.22,31.21,3.114,0.333
5C_67PER_4C_NEWSTRUCTURE,737304,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1283.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.33499999999999996,-1.104,-1.104,0.05399999999999999,0.8200000000000003,0.3400000000000034,1.3500000000000014,-0.014000000000000234,0.006000000000000005,-28.68150684931507,-30.363036303630363,-30.363036303630363,16.666666666666664,2.522300830513689,1.0101010101010204,4.274857504749847,-0.4492939666238842,1.8126888217522674,0.8458518867630866,0.8413161482047256,0.8413161482047256,0.4850617438086686,0.007700636776964864,0.009926730593586619,0.10959127328042362,0.5021146173041379,0.3264092934389152,1283,1283,1283,1283,1283,1283,1283,1283,1283,-0.018052756521432234,-0.06204006151519463,-0.06204006151519463,0.002324017509618301,0.009910329907268653,-0.011391060168889492,0.039488837367755394,-0.001688939914295647,0.0005661298850902198,-0.00018052756521432233,-0.0006204006151519463,-0.0006204006151519463,2.324017509618301e-05,9.910329907268653e-05,-0.00011391060168889493,0.00039488837367755394,-1.688939914295647e-05,5.661298850902198e-06,0.0,0.0,0.0,2.729842957894219e-195,0.07643822454970452,0.022447805038891766,2.6636304562205593e-19,4.919271794762026e-176,5.643481044235104e-137,-0.9974174276052797,-0.979892364844176,-0.979892364844176,0.7074271291112452,0.04948155325425763,-0.06372621295952423,0.24709786693085298,-0.6816731975182108,0.6197313550120568,0.833,2.532,2.532,-0.27,33.33,34.0,32.93,3.102,0.337,1.168,3.636,3.636,-0.324,32.51,33.66,31.58,3.116,0.331
5C_67PER_4C_NEWSTRUCTURE,737315,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.394,-1.27,-1.27,0.07700000000000001,0.9600000000000009,0.9699999999999989,1.0899999999999999,-0.040000000000000036,0.0030000000000000027,-33.6464560204953,-34.8040559057276,-34.8040559057276,23.619631901840492,2.942979767014105,2.8002309468822135,3.540110425462812,-1.2820512820512833,0.9063444108761337,0.8696346186267615,0.8780853376124895,0.8780853376124895,0.6982923594761055,0.7285518666042734,0.721928484336309,0.7739900814303855,0.6569835217867578,0.2956496894170315,812,812,812,812,812,812,812,812,812,-0.03456029101786338,-0.11567254600039277,-0.11567254600039277,0.005693484443302667,0.15755470016357648,0.1571265085802051,0.1833614801012236,-0.0038179822220253193,0.0007511306093483941,-0.00034560291017863377,-0.0011567254600039277,-0.0011567254600039277,5.6934844433026664e-05,0.0015755470016357647,0.001571265085802051,0.001833614801012236,-3.8179822220253195e-05,7.511306093483942e-06,0.0,0.0,0.0,2.6643800214176335e-215,1.092587522889298e-227,5.199486732874935e-217,1.44516144726991e-270,2.8386329389400134e-198,4.358528744493566e-77,-0.9984669852411414,-0.9889944816366032,-0.9889944816366032,0.8380121220618613,0.8500009212017486,0.8397278077225447,0.8845985152906248,-0.8197667640463491,0.58930871742587,0.777,2.379,2.379,-0.249,33.58,35.61,31.88,3.08,0.334,1.171,3.649,3.649,-0.326,32.62,34.64,30.79,3.12,0.331
5C_67PER_4C_NEWSTRUCTURE,737329,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3809999999999999,-1.2080000000000002,-1.2080000000000002,0.065,0.28999999999999915,0.14000000000000057,0.5400000000000027,-0.030999999999999694,0.0020000000000000018,-32.61986301369863,-33.45333702575464,-33.45333702575464,20.3125,0.9110901665095795,0.42449969678593263,1.7515407071034796,-0.9942270686337298,0.6006006006006012,0.8514204243107022,0.8554383275332369,0.8554383275332369,0.624435177729975,0.09155905423021427,0.05409554966993091,0.20346750893489463,0.574682301113959,0.2519350165434089,1008,1008,1008,1008,1008,1008,1008,1008,1008,-0.0264208583007344,-0.08771307909619246,-0.08771307909619246,0.004000821119875305,0.04169327497174978,0.03215343016553435,0.06326692200328742,-0.0027614816066666506,0.0005224876382102389,-0.000264208583007344,-0.0008771307909619246,-0.0008771307909619246,4.0008211198753046e-05,0.0004169327497174978,0.0003215343016553435,0.0006326692200328742,-2.7614816066666506e-05,5.224876382102388e-06,0.0,0.0,0.0,3.087570915839425e-213,7.481049059673983e-21,4.652819548345471e-16,2.2800836856404133e-34,9.14565004286041e-177,8.417161181004826e-82,-0.9980307075442071,-0.986100472899135,-0.986100472899135,0.7870091463574619,0.28906242883548716,0.2519392773007945,0.37164260591284415,-0.741806663577201,0.5529873746977017,0.787,2.403,2.403,-0.255,32.12,33.12,31.37,3.087,0.335,1.168,3.611,3.611,-0.32,31.83,32.98,30.83,3.118,0.333
5C_67PER_4C_NEWSTRUCTURE,737334,1934.0,1934.0,1934.0,1934.0,1934.0,1934.0,1934.0,1934.0,1934.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.346,-1.1789999999999998,-1.1789999999999998,0.018000000000000016,0.769999999999996,-0.12000000000000455,2.1600000000000037,-0.028999999999999915,0.009000000000000008,-29.17369308600337,-31.289808917197448,-31.289808917197448,5.806451612903231,2.275413711583912,-0.327958458595257,6.878980891719758,-0.9274064598656833,2.77777777777778,0.8038659263004375,0.7961198635909362,0.7961198635909362,0.19262441229767147,0.13080535234486212,0.004833291943674989,0.4084129759593651,0.269952899922425,0.226463893903451,1934,1934,1934,1934,1934,1934,1934,1934,1934,-0.011339699398683829,-0.03836521970910416,-0.03836521970910416,0.0006975975715227415,0.039139414868733687,0.006915287671079128,0.08841530903523254,-0.0007747447427546889,0.0002845810427522146,-0.00011339699398683828,-0.0003836521970910416,-0.0003836521970910416,6.975975715227415e-06,0.00039139414868733684,6.915287671079128e-05,0.0008841530903523254,-7.747447427546888e-06,2.845810427522146e-06,0.0,0.0,0.0,5.862602637384102e-106,2.241675440956797e-47,0.03519794361989535,1.0367849212409529e-192,3.699745731277417e-94,1.3308218409202556e-125,-0.9897238326469703,-0.9677704686761343,-0.9677704686761343,0.46821383560220736,0.32026357950667134,0.04789353843165806,0.6040785405874468,-0.4438420468316802,0.5048589928096351,0.84,2.589,2.589,-0.292,34.61,36.47,33.56,3.098,0.333,1.186,3.768,3.768,-0.31,33.84,36.59,31.4,3.127,0.324
5C_67PER_4C_NEWSTRUCTURE,737367,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1045.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3809999999999999,-1.1799999999999997,-1.1799999999999997,0.05099999999999999,1.6200000000000045,2.1899999999999977,1.2099999999999973,-0.03399999999999981,-0.0030000000000000027,-32.56410256410256,-32.36423477783872,-32.36423477783872,15.692307692307688,4.897218863361561,6.170752324598472,3.9285714285714195,-1.0921940250562097,-0.9063444108761337,0.8379758814064836,0.8404956966618299,0.8404956966618299,0.6343674739238849,0.2810036854916427,0.26859598947045116,0.44453980003935245,0.5824669541760605,0.13083232706995618,1045,1045,1045,1045,1045,1045,1045,1045,1045,-0.026276637907637245,-0.0867323511161066,-0.0867323511161066,0.0031564404336662274,0.10943718677406597,0.14517421090382632,0.10349548025076359,-0.0028051184321202806,0.0003478434513611565,-0.00026276637907637245,-0.000867323511161066,-0.000867323511161066,3.1564404336662274e-05,0.0010943718677406597,0.0014517421090382632,0.001034954802507636,-2.8051184321202804e-05,3.4784345136115647e-06,0.0,0.0,0.0,2.5453289882565982e-225,7.313201191218996e-70,1.5276786419903107e-70,1.4827274135118314e-118,2.6718671951114125e-179,6.795011011398957e-24,-0.9842348165415378,-0.9694364718465073,-0.9694364718465073,0.7915568738510917,0.5086989958478488,0.5108728239722334,0.6339693429624436,-0.736535424951228,0.30472793293532335,0.789,2.466,2.466,-0.274,34.7,37.68,32.01,3.079,0.328,1.17,3.646,3.646,-0.325,33.08,35.49,30.8,3.113,0.331
5C_67PER_4C_NEWSTRUCTURE,737368,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.35199999999999987,-1.1950000000000003,-1.1950000000000003,0.05299999999999999,1.6899999999999977,1.3100000000000023,2.240000000000002,-0.03299999999999992,0.010000000000000009,-30.662020905923338,-33.08416389811739,-33.08416389811739,17.320261437908492,4.986721746827967,3.622787610619475,6.993443646581336,-1.0563380281690116,3.058103975535171,0.9024634682856777,0.9017045155512243,0.9017045155512243,0.7795739724801778,0.8598430711308964,0.8296086476647384,0.8918568582306889,0.5742670775783184,0.3622284855538167,824,824,824,824,824,824,824,824,824,-0.03085529980406658,-0.10360846321393224,-0.10360846321393224,0.00590394537454193,0.22611860682346302,0.1944073358721379,0.2883784702598189,-0.002714043191174854,0.0007592773516047689,-0.0003085529980406658,-0.0010360846321393225,-0.0010360846321393225,5.9039453745419305e-05,0.0022611860682346303,0.001944073358721379,0.0028837847025981887,-2.7140431911748538e-05,7.592773516047689e-06,0.0,0.0,0.0,3.1999948889787443e-276,0.0,0.0,0.0,3.176360870964771e-149,1.846228550974537e-105,-0.9985424287349551,-0.9897528141549706,-0.9897528141549706,0.8857463495269854,0.9287930493795182,0.9159147145782736,0.9476050218036836,-0.7491968386394878,0.662996471092403,0.796,2.417,2.417,-0.253,35.58,37.47,34.27,3.091,0.337,1.148,3.612,3.612,-0.306,33.89,36.16,32.03,3.124,0.327
5_2C_10PER_4_75C,460527,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5089999999999999,-1.589,-1.589,0.11200000000000002,-0.14000000000000057,-0.17999999999999972,-0.060000000000002274,-0.06700000000000017,-0.0040000000000000036,-43.5042735042735,-43.58200767964893,-43.58200767964893,34.89096573208723,-0.4298434141848344,-0.508762012436404,-0.2002670226969368,-2.1501925545571297,-1.2084592145015116,0.935240790255516,0.9490633207009695,0.9490633207009695,0.9059056728480122,0.00198367173670555,0.11177562786065365,0.011713080634352724,0.8981485393310713,0.07516068147501331,507,507,507,507,507,507,507,507,507,-0.08778941017900305,-0.2828665619793533,-0.2828665619793533,0.018398193858389342,0.00423957839752746,0.03929706035148703,0.013395605526853448,-0.012654390615047164,0.0005239276563637856,-0.0008778941017900304,-0.002828665619793533,-0.002828665619793533,0.00018398193858389344,4.2395783975274594e-05,0.00039297060351487027,0.00013395605526853448,-0.00012654390615047165,5.239276563637856e-06,0.0,0.0,0.0,6.646950744161748e-277,0.5339897367046235,2.4350930253638545e-14,0.013527557534566052,2.4496698585970973e-290,3.450506557138006e-06,-0.9993727764341812,-0.9965685421903778,-0.9965685421903778,0.9583115504972014,0.0276837941359377,0.32993609628182213,0.10961733122869352,-0.9632093374524799,0.20448098827809968,0.661,2.057,2.057,-0.209,32.43,35.2,29.9,3.049,0.327,1.17,3.646,3.646,-0.321,32.57,35.38,29.96,3.116,0.331
5_2C_37PER_4_5C,460608,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.49,-1.5499999999999998,-1.5499999999999998,0.097,-0.259999999999998,0.23000000000000398,-0.4400000000000013,-0.06600000000000028,-0.0010000000000000009,-41.38513513513514,-41.81278661990827,-41.81278661990827,29.846153846153843,-0.8160703075957251,0.6849315068493269,-1.4622798271851156,-2.1160628406540645,-0.3039513677811553,0.9083416668740296,0.9122732636233271,0.9122732636233271,0.7594470043379374,0.01689677075851348,0.09941537627977015,0.009403160975070768,0.8427645441740225,0.06813375499527563,519,519,519,519,519,519,519,519,519,-0.08085930941422266,-0.26068041394631003,-0.26068041394631003,0.011917737784789828,0.014472669964001744,0.04535477801374179,0.014071376210105638,-0.011445404306676107,0.0004417664822288996,-0.0008085930941422266,-0.0026068041394631002,-0.0026068041394631002,0.00011917737784789829,0.00014472669964001744,0.00045354778013741794,0.00014071376210105638,-0.00011445404306676108,4.417664822288996e-06,0.0,0.0,0.0,1.2911981998173053e-176,0.015088241631343476,1.197172696080004e-12,0.037199476566887525,8.018072053307733e-236,0.004121817058082272,-0.9991355786332676,-0.9934845822685727,-0.9934845822685727,0.8880579960301056,0.10662913089654381,0.30517046949846316,0.09148720062293968,-0.9355457192399289,0.12572445622426343,0.694,2.157,2.157,-0.228,31.6,33.81,29.65,3.053,0.328,1.184,3.707,3.707,-0.325,31.86,33.58,30.09,3.119,0.329
5_2C_50PER_4_25C,460631,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5059999999999999,-1.653,-1.653,0.07899999999999999,0.19999999999999574,0.7700000000000031,-0.1999999999999993,-0.07799999999999985,0.0040000000000000036,-42.80879864636209,-43.997870641469255,-43.997870641469255,26.333333333333332,0.599880023995188,2.123552123552132,-0.6491398896462165,-2.492809204218595,1.234567901234569,0.9223159591110859,0.928433519131123,0.928433519131123,0.24025334518675467,0.024563442511514766,0.12300202335023203,0.004297689569879193,0.8736498011652729,0.0022308541695086337,544,544,544,544,544,544,544,544,544,-0.08020221426803778,-0.2536907299794574,-0.2536907299794574,0.014703359193543104,0.033574455936767104,0.08724783313903392,0.016154891425879527,-0.011489394531191764,-8.218343853332269e-05,-0.0008020221426803778,-0.002536907299794574,-0.002536907299794574,0.00014703359193543104,0.00033574455936767107,0.0008724783313903392,0.00016154891425879526,-0.00011489394531191764,-8.218343853332269e-07,0.0,0.0,0.0,1.745641832603676e-272,0.0019117146663592936,5.612676408297714e-16,0.3402547791724143,5.665843138287915e-290,8.87918149005122e-06,-0.996260861268898,-0.9947889188953818,-0.9947889188953818,0.9483759251823058,0.13278219197755206,0.33770106675465467,0.04096498332418039,-0.9556689509475831,-0.18919606527264612,0.676,2.104,2.104,-0.221,33.54,37.03,30.61,3.051,0.328,1.182,3.757,3.757,-0.3,33.34,36.26,30.81,3.129,0.324
5_2C_50PER_4_25C,720603,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.537,-1.6560000000000001,-1.6560000000000001,0.10900000000000001,0.23000000000000398,0.9699999999999989,-0.2699999999999996,-0.07200000000000006,-0.008000000000000007,-46.4935064935065,-45.6953642384106,-45.6953642384106,33.43558282208589,0.6855439642325007,2.6751241036955293,-0.8639999999999987,-2.306213965406793,-2.4390243902439046,0.8629797886463642,0.8800328779629544,0.8799813880626254,0.8303413941895064,0.4993968076243507,0.5904394626981737,0.25737206406922397,0.7941392951684517,0.03644140192834,439,439,439,439,439,439,439,439,439,-0.09133522638624568,-0.2879108667099753,-0.2879059591452342,0.017234232675303697,0.30620835307232497,0.5566785431624451,0.13328009713005842,-0.012120862256289569,-0.00042281648828291205,-0.0009133522638624568,-0.002879108667099753,-0.002879059591452342,0.00017234232675303698,0.00306208353072325,0.005566785431624452,0.0013328009713005843,-0.0001212086225628957,-4.228164882829121e-06,0.0,0.0,0.0,4.839165539745735e-230,2.5157819009601138e-52,6.013326032978836e-65,1.7054394895652335e-30,1.659959859932388e-200,0.00020548986918976912,-0.9897086739364052,-0.9858960981737661,-0.9858960981737661,0.9536495389348205,0.6417802266465887,0.6963739327300451,0.5104067081503232,-0.9361595266976774,-0.17628539121673822,0.618,1.968,1.968,-0.217,33.78,37.23,30.98,3.05,0.32,1.155,3.624,3.624,-0.326,33.55,36.26,31.25,3.122,0.328
5_2C_50PER_4_25C,737236,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5429999999999999,-1.665,-1.665,0.12000000000000002,-0.6400000000000006,-0.5399999999999991,-0.6099999999999994,-0.06700000000000017,-0.009000000000000008,-46.64948453608247,-45.93103448275862,-45.93103448275862,36.923076923076934,-1.9488428745432416,-1.5371477369769402,-1.9741100323624579,-2.152264696434313,-2.719033232628401,0.9104838947133237,0.9275764042203188,0.9275764042203188,0.9173408381956963,0.11276197162761659,0.027154312835202754,0.052593692442352236,0.8697915765904368,0.026522117002740875,467,467,467,467,467,467,467,467,467,-0.09830741565768353,-0.310314556244196,-0.310314556244196,0.02110613345323066,-0.052041307098240196,-0.0260805079803151,-0.03885259526693172,-0.01321721338033996,-0.000339638549929803,-0.0009830741565768353,-0.00310314556244196,-0.00310314556244196,0.0002110613345323066,-0.000520413070982402,-0.000260805079803151,-0.0003885259526693172,-0.0001321721338033996,-3.39638549929803e-06,0.0,0.0,0.0,4.522203e-318,6.716566671694294e-13,0.001019212779950778,1.3101435743420142e-06,3.247967231603935e-263,0.0004043028341007039,-0.9979647163171191,-0.9957674414223951,-0.9957674414223951,0.9778692154873256,-0.32432581534036203,-0.15154671089487937,-0.2216879781320956,-0.9615853522436816,-0.16302540822714232,0.621,1.96,1.96,-0.205,32.2,34.59,30.29,3.046,0.322,1.164,3.625,3.625,-0.325,32.84,35.13,30.9,3.113,0.331
5_2C_50PER_4_25C,737244,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5860000000000001,-2.024,-2.024,0.10600000000000001,-0.00999999999999801,0.17999999999999972,-0.6499999999999986,-0.07499999999999973,0.006000000000000005,-49.78759558198811,-51.30544993662865,-51.30544993662865,32.31707317073171,-0.03115264797507168,0.5277044854881259,-2.160186108341637,-2.4023062139653986,1.9480519480519498,0.9449680227196637,0.9509328224042881,0.9509328224042881,0.9093308448128462,0.08714724720090472,0.004928824256706932,0.012712150803279587,0.9131534322604598,0.10788618824230234,497,497,497,497,497,497,497,497,497,-0.11089360688030263,-0.3729055248709519,-0.3729055248709519,0.02017909047757209,-0.08353209032665522,-0.019784662111811825,-0.11024620322010309,-0.015216669234216487,0.0005674153744854806,-0.0011089360688030262,-0.0037290552487095193,-0.0037290552487095193,0.0002017909047757209,-0.0008353209032665522,-0.00019784662111811826,-0.001102462032201031,-0.00015216669234216487,5.674153744854807e-06,0.0,0.0,0.0,0.0,3.563640896193321e-14,0.007652832968258267,3.442498440069262e-15,1.3440226e-317,2.2380021010010775e-07,-0.9989559298896044,-0.9976131038689862,-0.9976131038689862,0.9829729970848737,-0.3310356632271303,-0.11950388327837581,-0.3432613139246518,-0.9730621466521805,0.22974708563281263,0.591,1.921,1.921,-0.222,32.09,34.29,29.44,3.047,0.314,1.177,3.945,3.945,-0.328,32.1,34.11,30.09,3.122,0.308
5_2C_50PER_4_25C,739473,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.593,-1.854,-1.854,0.10700000000000001,-0.22999999999999687,0.28000000000000114,-0.3099999999999987,-0.08400000000000007,-0.009000000000000008,-49.91582491582491,-49.12559618441972,-49.12559618441972,32.92307692307693,-0.688004786120242,0.7760532150776085,-1.006166828951635,-2.688860435339311,-2.77777777777778,0.9142817551600424,0.9237335739569569,0.9237335739569569,0.903335599053865,0.013190904295278805,0.044504853306666314,0.012911108720688014,0.8807502472417827,0.28621816790912646,493,493,493,493,493,493,493,493,493,-0.10218644112269103,-0.31815506956179823,-0.31815506956179823,0.017935475045021524,-0.01835652727600775,0.04138906475990751,-0.02071591397767584,-0.01391454291151462,-0.0012360065705098945,-0.0010218644112269103,-0.003181550695617982,-0.003181550695617982,0.00017935475045021524,-0.0001835652727600775,0.0004138906475990751,-0.0002071591397767584,-0.0001391454291151462,-1.2360065705098945e-05,0.0,0.0,0.0,8.644e-320,0.006360523484217594,7.308916798487399e-06,0.02091096058148908,4.740664638009939e-298,6.668692261027999e-37,-0.9994477536484662,-0.9969119299673601,-0.9969119299673601,0.9742494564318581,-0.12273625301105472,0.2004269809150803,-0.10400041540504394,-0.9683313262971938,-0.5290324786615114,0.595,1.92,1.92,-0.218,33.2,36.36,30.5,3.04,0.315,1.188,3.774,3.774,-0.325,33.43,36.08,30.81,3.124,0.324
5_2C_50PER_4_25C,739478,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.603,-1.8679999999999999,-1.8679999999999999,0.11600000000000002,-0.3400000000000034,-0.1700000000000017,-0.14999999999999858,-0.0810000000000004,-0.01100000000000001,-50.929054054054056,-49.90649211862143,-49.90649211862143,36.0248447204969,-1.0053222945003057,-0.4657534246575389,-0.47999999999999543,-2.5936599423631255,-3.3742331288343586,0.9150987408031385,0.9207871977253461,0.9207871977253461,0.8357738072484429,0.007154418799650397,0.00635013456932132,0.012909307844894413,0.8294678240458981,0.06711379493004743,468,468,468,468,468,468,468,468,468,-0.11088759908952307,-0.3474449879224716,-0.3474449879224716,0.020172778950624172,-0.03370135462884039,0.03251063551808235,-0.05027753202830447,-0.015897879592787982,-0.0012083674153410633,-0.0011088759908952307,-0.0034744498792247157,-0.0034744498792247157,0.0002017277895062417,-0.00033701354628840394,0.0003251063551808235,-0.0005027753202830447,-0.00015897879592787983,-1.2083674153410633e-05,0.0,0.0,0.0,4.053403224427768e-266,0.07309872413845046,0.10160108251146259,0.020483644374439728,5.79304521019865e-278,1.4946256444003995e-34,-0.9951703196156182,-0.995137546403996,-0.995137546403996,0.962481167455407,-0.08292413904601746,0.07577066110297383,-0.1070985622350844,-0.966696565237165,-0.5252839559194096,0.581,1.875,1.875,-0.206,33.48,36.33,31.1,3.042,0.315,1.184,3.743,3.743,-0.322,33.82,36.5,31.25,3.123,0.326
